18 20 28  0.84 0.32 0.82 0.35
18 20 27  0.84 0.32 0.82 0.34
18 20 26  0.82 0.32 0.81 0.35
18 20 25  0.84 0.32 0.83 0.35
18 20 24  0.86 0.32 0.85 0.35
18 20 23  0.98 0.33 0.92 0.35
18 20 22  1.25 0.36 1.06 0.36
18 20 21  1.65 0.44 1.63 0.45
18 20 20  2.76 0.68 2.16 0.68
