# 2017-12-15T00:52:18.857691Z 26160 8357933117913
35 167 -104995 -67117 64346 98684 97185 114386
-45 -201 -105209 -67162 64200 98582 97091 114461
34 177 -105309 -66444 63823 99169 96983 114506
-11 -39 -105217 -65795 63624 99774 96879 114524
-28 -104 -105030 -65121 63488 100414 96778 114515
38 204 -105478 -64021 62637 101142 96675 114487
-45 -195 -106171 -63326 61762 101419 96579 114440
19 119 -107027 -62513 60718 101739 96493 114379
6 47 -107141 -62577 60666 101615 96421 114288
-37 -164 -107993 -62500 59937 101337 96367 114184
41 217 -108504 -61498 59115 101981 96343 114058
-38 -156 -108646 -61455 58992 101980 96365 113924
6 46 -108182 -61391 59350 102238 96420 113796
19 127 -108056 -61058 59307 102583 96509 113695
-46 -191 -107522 -60729 59598 103073 96616 113623
37 206 -107937 -60278 59047 103259 96734 113584
-28 -99 -108284 -60053 58663 103284 96855 113583
-11 -43 -109072 -59804 57910 103160 96964 113614
37 176 -109398 -59458 57517 103313 97065 113665
-41 -206 -109901 -59200 57004 103333 97142 113733
35 167 -110250 -58681 56515 103647 97210 113813
-7 -26 -110390 -58084 56152 104113 97263 113903
-24 -115 -110041 -57545 56207 104721 97296 114004
39 210 -110685 -56297 55132 105509 97306 114117
-41 -193 -111029 -55116 54344 106351 97288 114237
21 105 -111862 -53781 53087 107108 97231 114352
9 57 -112443 -53447 52471 107130 97145 114449
-35 -169 -113351 -52913 51505 107198 97027 114525
44 215 -113972 -51997 50627 107714 96898 114561
-32 -150 -114575 -51851 50077 107599 96768 114554
5 33 -114729 -51547 49834 107815 96648 114516
24 130 -114490 -51140 49862 108274 96548 114445
-44 -196 -114061 -50796 50064 108748 96471 114355
36 200 -114152 -50113 49681 109273 96417 114254
-22 -88 -114835 -49085 48666 109837 96386 114150
-14 -57 -115446 -48771 48027 109833 96382 114049
35 187 -115901 -48331 47473 110000 96391 113947
-45 -203 -116617 -48166 46828 109841 96430 113843
32 161 -116264 -49009 47493 109287 96491 113744
-8 -4 -116139 -49630 47867 108836 96577 113662
-29 -121 -115250 -50353 48912 108618 96684 113601
37 220 -114757 -50394 49333 108801 96814 113568
-42 -190 -114500 -49651 49216 109531 96944 113577
19 93 -114584 -49235 48958 109826 97068 113616
14 70 -114321 -49966 49469 109297 97173 113696
-38 -177 -115257 -49265 48396 109490 97249 113810
44 211 -115210 -49454 48532 109337 97294 113926
-29 -147 -115396 -50448 48801 108429 97302 114047
5 19 -115338 -50596 48932 108346 97286 114160
29 141 -114575 -51466 49934 107948 97246 114264
-41 -199 -114181 -51338 50206 108235 97186 114350
37 198 -113621 -51505 50723 108332 97111 114421
-20 -79 -113095 -51647 51193 108418 97019 114480
-17 -72 -112889 -52048 51519 108142 96918 114519
36 190 -112580 -53097 52204 107367 96802 114534
-42 -204 -112568 -53878 52543 106703 96677 114521
29 150 -112497 -54755 52982 105995 96556 114470
-1 5 -111931 -56379 54143 104877 96457 114387
-30 -134 -111566 -56821 54638 104677 96385 114282
40 215 -110947 -57316 55366 104533 96349 114149
-42 -177 -109570 -58217 56875 104346 96350 114015
13 87 -109557 -58167 56842 104394 96391 113889
13 88 -109017 -58357 57355 104438 96458 113781
-42 -182 -109138 -58748 57407 104042 96545 113703
40 213 -108979 -59035 57659 103845 96634 113650
-31 -132 -109701 -58755 56956 103772 96733 113618
-2 4 -109617 -59573 57382 103117 96838 113604
33 152 -109502 -60427 57843 102470 96943 113620
-42 -206 -109098 -59959 57998 103048 97050 113652
38 188 -109008 -60406 58249 102728 97152 113709
-19 -64 -108018 -60243 58993 103278 97239 113798
-17 -84 -108129 -60311 58905 103169 97304 113909
37 197 -107798 -60156 59107 103418 97334 114039
-44 -200 -107752 -60892 59445 102795 97322 114174
30 137 -107626 -61770 59921 102096 97271 114303
1 16 -107534 -62505 60314 101520 97181 114411
-31 -143 -107268 -63813 61093 100543 97074 114484
42 216 -106186 -65057 62520 99959 96959 114526
-38 -175 -105381 -66018 63586 99496 96846 114533
10 74 -104103 -66884 64997 99304 96736 114509
15 97 -103764 -67418 65474 98990 96631 114465
-42 -188 -103073 -68111 66325 98682 96546 114404
38 208 -102786 -68856 66860 98149 96470 114330
-29 -122 -102502 -69797 67491 97457 96409 114241
-5 -16 -102368 -70977 68105 96514 96370 114134
29 164 -101366 -72847 69730 95355 96357 114013
